atoms:
	legal_burn(blue, 1)
	legal_burn(red, 1)
	legal_burn(blue, 2)
	legal_burn(red, 2)
	legal_burn(blue, 3)
	legal_burn(red, 3)
	legal_burn(blue, 4)
	legal_burn(red, 4)
	legal_burn(blue, 5)
	legal_burn(red, 5)
	legal_burn(blue, 6)
	legal_burn(red, 6)
	legal_burn(blue, 7)
	legal_burn(red, 7)
	legal_burn(blue, 8)
	legal_burn(red, 8)
	legal_burn(blue, 9)
	legal_burn(red, 9)
	legal_force_noop(blue, blue)
	legal_force_noop(red, blue)
	legal_force_noop(blue, red)
	legal_force_noop(red, red)
	legal_freeze(blue, 1)
	legal_freeze(red, 1)
	legal_freeze(blue, 2)
	legal_freeze(red, 2)
	legal_freeze(blue, 3)
	legal_freeze(red, 3)
	legal_freeze(blue, 4)
	legal_freeze(red, 4)
	legal_freeze(blue, 5)
	legal_freeze(red, 5)
	legal_freeze(blue, 6)
	legal_freeze(red, 6)
	legal_freeze(blue, 7)
	legal_freeze(red, 7)
	legal_freeze(blue, 8)
	legal_freeze(red, 8)
	legal_freeze(blue, 9)
	legal_freeze(red, 9)
	legal_kill(blue, 1)
	legal_kill(red, 1)
	legal_kill(blue, 2)
	legal_kill(red, 2)
	legal_kill(blue, 3)
	legal_kill(red, 3)
	legal_kill(blue, 4)
	legal_kill(red, 4)
	legal_kill(blue, 5)
	legal_kill(red, 5)
	legal_kill(blue, 6)
	legal_kill(red, 6)
	legal_kill(blue, 7)
	legal_kill(red, 7)
	legal_kill(blue, 8)
	legal_kill(red, 8)
	legal_kill(blue, 9)
	legal_kill(red, 9)
	legal(blue, noop)
	legal(red, noop)

---

statics:
	adjacent(1, 1, 1, 2)
	adjacent(1, 1, 2, 1)
	adjacent(1, 2, 1, 1)
	adjacent(1, 2, 1, 3)
	adjacent(1, 2, 2, 2)
	adjacent(1, 3, 1, 2)
	adjacent(1, 3, 1, 4)
	adjacent(1, 3, 2, 3)
	adjacent(1, 4, 1, 3)
	adjacent(1, 4, 1, 5)
	adjacent(1, 4, 2, 4)
	adjacent(1, 5, 1, 4)
	adjacent(1, 5, 1, 6)
	adjacent(1, 5, 2, 5)
	adjacent(1, 6, 1, 5)
	adjacent(1, 6, 1, 7)
	adjacent(1, 6, 2, 6)
	adjacent(1, 7, 1, 6)
	adjacent(1, 7, 1, 8)
	adjacent(1, 7, 2, 7)
	adjacent(1, 8, 1, 7)
	adjacent(1, 8, 1, 9)
	adjacent(1, 8, 2, 8)
	adjacent(1, 9, 1, 8)
	adjacent(1, 9, 2, 9)
	adjacent(2, 1, 1, 1)
	adjacent(2, 1, 2, 2)
	adjacent(2, 1, 3, 1)
	adjacent(2, 2, 1, 2)
	adjacent(2, 2, 2, 1)
	adjacent(2, 2, 2, 3)
	adjacent(2, 2, 3, 2)
	adjacent(2, 3, 1, 3)
	adjacent(2, 3, 2, 2)
	adjacent(2, 3, 2, 4)
	adjacent(2, 3, 3, 3)
	adjacent(2, 4, 1, 4)
	adjacent(2, 4, 2, 3)
	adjacent(2, 4, 2, 5)
	adjacent(2, 4, 3, 4)
